"road","lrp1","lrp2","name","gap"
"N809","N809_LRP067","N809_LRP067a","N809_LRP067-N809_LRP067a","ROAD"
"N809","N809_LRP067a","N809_LRPE","N809_LRP067a-N809_LRPE","ROAD"
"N809","N809_LRPE","R140_LRP108","SPUR N809_LRPE-R140_LRP108","ROAD"
"N809","N809_LRP067a","N809_LRPE","N809_LRP067a-N809_LRPE","ROAD"
"N809","N809_LRPE","R140_LRP107c","SPUR N809_LRPE-R140_LRP107c","ROAD"
"N809","N809_LRP067a","N809_LRPE","N809_LRP067a-N809_LRPE","ROAD"
"N809","N809_LRPS","N8_LRP165","SPUR N809_LRPS-N8_LRP165","ROAD"
"N809","N809_LRPS","N8_LRP165a","SPUR N809_LRPS-N8_LRP165a","ROAD"
"R110","R110_LRPS","R110_LRPSa","R110_LRPS-R110_LRPSa","ROAD"
"R110","R110_LRPSa","R110_LRP001","R110_LRPSa-R110_LRP001","ROAD"
"R110","R110_LRP001","R110_LRP001a","R110_LRP001-R110_LRP001a","ROAD"
"R110","R110_LRP001a","R110_LRP001b","R110_LRP001a-R110_LRP001b","ROAD"
"R110","R110_LRP001b","R110_LRP001c","R110_LRP001b-R110_LRP001c","BRIDGE"
"R110","R110_LRP001c","R110_LRP002","R110_LRP001c-R110_LRP002","ROAD"
"R110","R110_LRP002","R110_LRP002a","R110_LRP002-R110_LRP002a","ROAD"
"R110","R110_LRP002a","R110_LRP003","R110_LRP002a-R110_LRP003","ROAD"
"R110","R110_LRP003","R110_LRP004","R110_LRP003-R110_LRP004","ROAD"
"R110","R110_LRP004","R110_LRP004a","R110_LRP004-R110_LRP004a","ROAD"
"R110","R110_LRP004a","R110_LRP004b","R110_LRP004a-R110_LRP004b","BRIDGE"
"R110","R110_LRP004b","R110_LRP004c","R110_LRP004b-R110_LRP004c","ROAD"
"R110","R110_LRP004c","R110_LRP005","R110_LRP004c-R110_LRP005","ROAD"
"R110","R110_LRP005","R110_LRP005a","R110_LRP005-R110_LRP005a","ROAD"
"R110","R110_LRP005a","R110_LRP005b","R110_LRP005a-R110_LRP005b","BRIDGE"
"R110","R110_LRP005b","R110_LRP005c","R110_LRP005b-R110_LRP005c","ROAD"
"R110","R110_LRP005c","R110_LRP005d","R110_LRP005c-R110_LRP005d","ROAD"
"R110","R110_LRP005d","R110_LRP006","R110_LRP005d-R110_LRP006","ROAD"
"R110","R110_LRP006","R110_LRP006a","R110_LRP006-R110_LRP006a","ROAD"
"R110","R110_LRP006a","R110_LRP006b","R110_LRP006a-R110_LRP006b","ROAD"
"R110","R110_LRP006b","R110_LRP007","R110_LRP006b-R110_LRP007","ROAD"
"R110","R110_LRP007","R110_LRP008","R110_LRP007-R110_LRP008","ROAD"
"R110","R110_LRP008","R110_LRP008a","R110_LRP008-R110_LRP008a","ROAD"
"R110","R110_LRP008a","R110_LRP009","R110_LRP008a-R110_LRP009","ROAD"
"R110","R110_LRP009","R110_LRP010","R110_LRP009-R110_LRP010","ROAD"
"R110","R110_LRP010","R110_LRP010a","R110_LRP010-R110_LRP010a","ROAD"
"R110","R110_LRP010a","R110_LRP011","R110_LRP010a-R110_LRP011","ROAD"
"R110","R110_LRP011","R110_LRP012","R110_LRP011-R110_LRP012","ROAD"
"R110","R110_LRP012","R110_LRP012a","R110_LRP012-R110_LRP012a","ROAD"
"R110","R110_LRP012a","R110_LRP012b","R110_LRP012a-R110_LRP012b","BRIDGE"
"R110","R110_LRP012b","R110_LRP013","R110_LRP012b-R110_LRP013","ROAD"
"R110","R110_LRP013","R110_LRP014","R110_LRP013-R110_LRP014","ROAD"
"R110","R110_LRP014","R110_LRP015","R110_LRP014-R110_LRP015","ROAD"
"R110","R110_LRP015","R110_LRP016","R110_LRP015-R110_LRP016","ROAD"
"R110","R110_LRP016","R110_LRP017","R110_LRP016-R110_LRP017","ROAD"
"R110","R110_LRP017","R110_LRP017a","R110_LRP017-R110_LRP017a","ROAD"
"R110","R110_LRP017a","R110_LRP018","R110_LRP017a-R110_LRP018","ROAD"
"R110","R110_LRP018","R110_LRP018a","R110_LRP018-R110_LRP018a","ROAD"
"R110","R110_LRP018a","R110_LRP019","R110_LRP018a-R110_LRP019","ROAD"
"R110","R110_LRP019","R110_LRPE","R110_LRP019-R110_LRPE","ROAD"
"R111","R111_LRPS","R111_LRPSa","R111_LRPS-R111_LRPSa","ROAD"
"R111","R111_LRPS","R111_LRPSa","R111_LRPS-R111_LRPSa","ROAD"
"R111","R111_LRPSa","R111_LRPSb","R111_LRPSa-R111_LRPSb","ROAD"
"R111","R111_LRPSb","R111_LRP001","R111_LRPSb-R111_LRP001","ROAD"
"R111","R111_LRP001","R111_LRP002","R111_LRP001-R111_LRP002","ROAD"
"R111","R111_LRP002","R111_LRP002a","R111_LRP002-R111_LRP002a","ROAD"
"R111","R111_LRP002a","R111_LRP002b","R111_LRP002a-R111_LRP002b","ROAD"
"R111","R111_LRP002b","R111_LRP003","R111_LRP002b-R111_LRP003","ROAD"
"R111","R111_LRP003","R111_LRP004","R111_LRP003-R111_LRP004","ROAD"
"R111","R111_LRP004","R111_LRP004a","R111_LRP004-R111_LRP004a","ROAD"
"R111","R111_LRP004a","R111_LRP005","R111_LRP004a-R111_LRP005","ROAD"
"R111","R111_LRP005","R111_LRP005a","R111_LRP005-R111_LRP005a","ROAD"
"R111","R111_LRP005a","R111_LRP005b","R111_LRP005a-R111_LRP005b","ROAD"
"R111","R111_LRP005b","R111_LRP006","R111_LRP005b-R111_LRP006","ROAD"
"R111","R111_LRP006","R111_LRP007","R111_LRP006-R111_LRP007","ROAD"
"R111","R111_LRP007","R111_LRP008","R111_LRP007-R111_LRP008","ROAD"
"R111","R111_LRP008","R111_LRPE","R111_LRP008-R111_LRPE","ROAD"
"R111","R111_LRPE","R810_LRP010a","SPUR R111_LRPE-R810_LRP010a","ROAD"
"R111","R111_LRP008","R111_LRPE","R111_LRP008-R111_LRPE","ROAD"
"R111","R111_LRPE","R110_LRPE","SPUR R111_LRPE-R110_LRPE","ROAD"
"R111","R111_LRP008","R111_LRPE","R111_LRP008-R111_LRPE","ROAD"
"R111","R111_LRPE","R810_LRPE","SPUR R111_LRPE-R810_LRPE","ROAD"
"R111","R111_LRP008","R111_LRPE","R111_LRP008-R111_LRPE","ROAD"
"R111","R111_LRPS","N1_LRP004a","SPUR R111_LRPS-N1_LRP004a","ROAD"
"R112","R112_LRPS","R112_LRP001","R112_LRPS-R112_LRP001","ROAD"
"R112","R112_LRP001","R112_LRP002","R112_LRP001-R112_LRP002","ROAD"
"R112","R112_LRP002","R112_LRP003","R112_LRP002-R112_LRP003","ROAD"
"R112","R112_LRP003","R112_LRP004","R112_LRP003-R112_LRP004","ROAD"
"R112","R112_LRP004","R112_LRP004a","R112_LRP004-R112_LRP004a","ROAD"
"R112","R112_LRP004a","R112_LRP004b","R112_LRP004a-R112_LRP004b","ROAD"
"R112","R112_LRP004b","R112_LRP004c","R112_LRP004b-R112_LRP004c","BRIDGE"
"R112","R112_LRP004c","R112_LRP004d","R112_LRP004c-R112_LRP004d","ROAD"
"R112","R112_LRP004d","R112_LRP005","R112_LRP004d-R112_LRP005","ROAD"
"R112","R112_LRP005","R112_LRP005a","R112_LRP005-R112_LRP005a","ROAD"
"R112","R112_LRP005a","R112_LRP005b","R112_LRP005a-R112_LRP005b","BRIDGE"
"R112","R112_LRP005b","R112_LRP006","R112_LRP005b-R112_LRP006","ROAD"
"R112","R112_LRP006","R112_LRP007","R112_LRP006-R112_LRP007","ROAD"
"R112","R112_LRP007","R112_LRP008","R112_LRP007-R112_LRP008","ROAD"
"R112","R112_LRP008","R112_LRPE","R112_LRP008-R112_LRPE","ROAD"
"R113","R113_LRPS","R113_LRP001","R113_LRPS-R113_LRP001","ROAD"
"R113","R113_LRPS","R113_LRP001","R113_LRPS-R113_LRP001","ROAD"
"R113","R113_LRPS","R113_LRP001","R113_LRPS-R113_LRP001","ROAD"
"R113","R113_LRPS","R113_LRP001","R113_LRPS-R113_LRP001","ROAD"
"R113","R113_LRP001","R113_LRP002","R113_LRP001-R113_LRP002","ROAD"
"R113","R113_LRP002","R113_LRP002a","R113_LRP002-R113_LRP002a","ROAD"
"R113","R113_LRP002a","R113_LRP003","R113_LRP002a-R113_LRP003","ROAD"
"R113","R113_LRP003","R113_LRP004","R113_LRP003-R113_LRP004","ROAD"
"R113","R113_LRP004","R113_LRP004a","R113_LRP004-R113_LRP004a","ROAD"
"R113","R113_LRP004a","R113_LRP004b","R113_LRP004a-R113_LRP004b","BRIDGE"
"R113","R113_LRP004b","R113_LRP005","R113_LRP004b-R113_LRP005","ROAD"
"R113","R113_LRP005","R113_LRP006","R113_LRP005-R113_LRP006","ROAD"
"R113","R113_LRP006","R113_LRP006a","R113_LRP006-R113_LRP006a","ROAD"
"R113","R113_LRP006a","R113_LRP006b","R113_LRP006a-R113_LRP006b","ROAD"
"R113","R113_LRP006b","R113_LRP006c","R113_LRP006b-R113_LRP006c","ROAD"
"R113","R113_LRP006c","R113_LRP007","R113_LRP006c-R113_LRP007","ROAD"
"R113","R113_LRP007","R113_LRP007a","R113_LRP007-R113_LRP007a","ROAD"
"R113","R113_LRP007a","R113_LRP008","R113_LRP007a-R113_LRP008","ROAD"
"R113","R113_LRP008","R113_LRP009","R113_LRP008-R113_LRP009","ROAD"
"R113","R113_LRP009","R113_LRP009a","R113_LRP009-R113_LRP009a","ROAD"
"R113","R113_LRP009a","R113_LRP009b","R113_LRP009a-R113_LRP009b","BRIDGE"
"R113","R113_LRP009b","R113_LRP010","R113_LRP009b-R113_LRP010","ROAD"
"R113","R113_LRP010","R113_LRP010a","R113_LRP010-R113_LRP010a","ROAD"
"R113","R113_LRP010a","R113_LRP010b","R113_LRP010a-R113_LRP010b","ROAD"
"R113","R113_LRP010b","R113_LRP011","R113_LRP010b-R113_LRP011","ROAD"
"R113","R113_LRP011","R113_LRP011a","R113_LRP011-R113_LRP011a","ROAD"
"R113","R113_LRP011a","R113_LRPE","R113_LRP011a-R113_LRPE","ROAD"
"R113","R113_LRPS","N1_LRP012","SPUR R113_LRPS-N1_LRP012","ROAD"
"R113","R113_LRPS","N1_LRP012c","SPUR R113_LRPS-N1_LRP012c","ROAD"
"R113","R113_LRPS","N105_LRPS","SPUR R113_LRPS-N105_LRPS","ROAD"
"R114","R114_LRPS","R114_LRP001","R114_LRPS-R114_LRP001","ROAD"
"R114","R114_LRPS","R114_LRP001","R114_LRPS-R114_LRP001","ROAD"
"R114","R114_LRPS","R114_LRP001","R114_LRPS-R114_LRP001","ROAD"
"R114","R114_LRP001","R114_LRP001a","R114_LRP001-R114_LRP001a","ROAD"
"R114","R114_LRP001a","R114_LRP001b","R114_LRP001a-R114_LRP001b","ROAD"
"R114","R114_LRP001b","R114_LRP001c","R114_LRP001b-R114_LRP001c","BRIDGE"
"R114","R114_LRP001c","R114_LRP002","R114_LRP001c-R114_LRP002","ROAD"
"R114","R114_LRP002","R114_LRP003","R114_LRP002-R114_LRP003","ROAD"
"R114","R114_LRP003","R114_LRP004","R114_LRP003-R114_LRP004","ROAD"
"R114","R114_LRP004","R114_LRP004a","R114_LRP004-R114_LRP004a","ROAD"
"R114","R114_LRP004a","R114_LRP004b","R114_LRP004a-R114_LRP004b","BRIDGE"
"R114","R114_LRP004b","R114_LRP005","R114_LRP004b-R114_LRP005","ROAD"
"R114","R114_LRP005","R114_LRP005a","R114_LRP005-R114_LRP005a","ROAD"
"R114","R114_LRP005a","R114_LRP006","R114_LRP005a-R114_LRP006","ROAD"
"R114","R114_LRP006","R114_LRP007","R114_LRP006-R114_LRP007","ROAD"
"R114","R114_LRP007","R114_LRP008","R114_LRP007-R114_LRP008","ROAD"
"R114","R114_LRP008","R114_LRP008a","R114_LRP008-R114_LRP008a","ROAD"
"R114","R114_LRP008a","R114_LRP009","R114_LRP008a-R114_LRP009","ROAD"
"R114","R114_LRP009","R114_LRP010","R114_LRP009-R114_LRP010","ROAD"
"R114","R114_LRP010","R114_LRP010a","R114_LRP010-R114_LRP010a","ROAD"
"R114","R114_LRP010a","R114_LRP010b","R114_LRP010a-R114_LRP010b","ROAD"
"R114","R114_LRP010b","R114_LRP011","R114_LRP010b-R114_LRP011","ROAD"
"R114","R114_LRP011","R114_LRP011a","R114_LRP011-R114_LRP011a","ROAD"
"R114","R114_LRP011a","R114_LRP011b","R114_LRP011a-R114_LRP011b","BRIDGE"
"R114","R114_LRP011b","R114_LRP012","R114_LRP011b-R114_LRP012","ROAD"
"R114","R114_LRP012","R114_LRP012a","R114_LRP012-R114_LRP012a","ROAD"
"R114","R114_LRP012a","R114_LRP013","R114_LRP012a-R114_LRP013","ROAD"
"R114","R114_LRP013","R114_LRP013a","R114_LRP013-R114_LRP013a","ROAD"
"R114","R114_LRP013a","R114_LRP014","R114_LRP013a-R114_LRP014","ROAD"
"R114","R114_LRP014","R114_LRP014a","R114_LRP014-R114_LRP014a","ROAD"
"R114","R114_LRP014a","R114_LRP015","R114_LRP014a-R114_LRP015","ROAD"
"R114","R114_LRP015","R114_LRP016","R114_LRP015-R114_LRP016","ROAD"
"R114","R114_LRP016","R114_LRP017","R114_LRP016-R114_LRP017","ROAD"
"R114","R114_LRP017","R114_LRP017a","R114_LRP017-R114_LRP017a","ROAD"
"R114","R114_LRP017a","R114_LRP017b","R114_LRP017a-R114_LRP017b","BRIDGE"
"R114","R114_LRP017b","R114_LRP018","R114_LRP017b-R114_LRP018","ROAD"
"R114","R114_LRP018","R114_LRP019","R114_LRP018-R114_LRP019","ROAD"
"R114","R114_LRP019","R114_LRP020","R114_LRP019-R114_LRP020","ROAD"
"R114","R114_LRP020","R114_LRP020a","R114_LRP020-R114_LRP020a","ROAD"
"R114","R114_LRP020a","R114_LRP021","R114_LRP020a-R114_LRP021","ROAD"
"R114","R114_LRP021","R114_LRP021a","R114_LRP021-R114_LRP021a","ROAD"
"R114","R114_LRP021a","R114_LRP022","R114_LRP021a-R114_LRP022","ROAD"
"R114","R114_LRP022","R114_LRP022a","R114_LRP022-R114_LRP022a","ROAD"
"R114","R114_LRP022a","R114_LRP023","R114_LRP022a-R114_LRP023","ROAD"
"R114","R114_LRP023","R114_LRP023a","R114_LRP023-R114_LRP023a","ROAD"
"R114","R114_LRP023a","R114_LRP023b","R114_LRP023a-R114_LRP023b","BRIDGE"
"R114","R114_LRP023b","R114_LRP024","R114_LRP023b-R114_LRP024","ROAD"
"R114","R114_LRP024","R114_LRP025","R114_LRP024-R114_LRP025","ROAD"
"R114","R114_LRP025","R114_LRP025a","R114_LRP025-R114_LRP025a","ROAD"
"R114","R114_LRP025a","R114_LRP026","R114_LRP025a-R114_LRP026","ROAD"
"R114","R114_LRP026","R114_LRP027","R114_LRP026-R114_LRP027","ROAD"
"R114","R114_LRP027","R114_LRP027a","R114_LRP027-R114_LRP027a","ROAD"
"R114","R114_LRP027a","R114_LRP028","R114_LRP027a-R114_LRP028","ROAD"
"R114","R114_LRP028","R114_LRP029","R114_LRP028-R114_LRP029","ROAD"
"R114","R114_LRP029","R114_LRP029a","R114_LRP029-R114_LRP029a","ROAD"
"R114","R114_LRP029a","R114_LRP030","R114_LRP029a-R114_LRP030","ROAD"
"R114","R114_LRP030","R114_LRP030a","R114_LRP030-R114_LRP030a","ROAD"
"R114","R114_LRP030a","R114_LRP030b","R114_LRP030a-R114_LRP030b","ROAD"
"R114","R114_LRP030b","R114_LRP030c","R114_LRP030b-R114_LRP030c","ROAD"
"R114","R114_LRP030c","R114_LRP031","R114_LRP030c-R114_LRP031","ROAD"
"R114","R114_LRP031","R114_LRP031a","R114_LRP031-R114_LRP031a","ROAD"
"R114","R114_LRP031a","R114_LRP032a","R114_LRP031a-R114_LRP032a","BRIDGE"
"R114","R114_LRP032a","R114_LRP033","R114_LRP032a-R114_LRP033","ROAD"
"R114","R114_LRP033","R114_LRP033a","R114_LRP033-R114_LRP033a","ROAD"
"R114","R114_LRP033a","R114_LRP033b","R114_LRP033a-R114_LRP033b","BRIDGE"
"R114","R114_LRP033b","R114_LRP034","R114_LRP033b-R114_LRP034","ROAD"
"R114","R114_LRP034","R114_LRP035","R114_LRP034-R114_LRP035","ROAD"
"R114","R114_LRP035","R114_LRP036","R114_LRP035-R114_LRP036","ROAD"
"R114","R114_LRP036","R114_LRP036a","R114_LRP036-R114_LRP036a","ROAD"
"R114","R114_LRP036a","R114_LRP036b","R114_LRP036a-R114_LRP036b","BRIDGE"
"R114","R114_LRP036b","R114_LRP036c","R114_LRP036b-R114_LRP036c","ROAD"
"R114","R114_LRP036c","R114_LRP037","R114_LRP036c-R114_LRP037","ROAD"
"R114","R114_LRP037","R114_LRP037a","R114_LRP037-R114_LRP037a","ROAD"
"R114","R114_LRP037a","R114_LRP037b","R114_LRP037a-R114_LRP037b","BRIDGE"
"R114","R114_LRP037b","R114_LRP038","R114_LRP037b-R114_LRP038","ROAD"
"R114","R114_LRP038","R114_LRP038a","R114_LRP038-R114_LRP038a","ROAD"
"R114","R114_LRP038a","R114_LRP039","R114_LRP038a-R114_LRP039","ROAD"
"R114","R114_LRP039","R114_LRP039a","R114_LRP039-R114_LRP039a","ROAD"
"R114","R114_LRP039a","R114_LRP040","R114_LRP039a-R114_LRP040","ROAD"
"R114","R114_LRP040","R114_LRP040a","R114_LRP040-R114_LRP040a","ROAD"
"R114","R114_LRP040a","R114_LRP040b","R114_LRP040a-R114_LRP040b","ROAD"
"R114","R114_LRP040b","R114_LRP041","R114_LRP040b-R114_LRP041","ROAD"
"R114","R114_LRP041","R114_LRP041a","R114_LRP041-R114_LRP041a","ROAD"
"R114","R114_LRP041a","R114_LRP042","R114_LRP041a-R114_LRP042","ROAD"
"R114","R114_LRP042","R114_LRP042a","R114_LRP042-R114_LRP042a","ROAD"
"R114","R114_LRP042a","R114_LRP042b","R114_LRP042a-R114_LRP042b","ROAD"
"R114","R114_LRP042b","R114_LRP043","R114_LRP042b-R114_LRP043","ROAD"
"R114","R114_LRP043","R114_LRP043a","R114_LRP043-R114_LRP043a","ROAD"
"R114","R114_LRP043a","R114_LRP044","R114_LRP043a-R114_LRP044","ROAD"
"R114","R114_LRP044","R114_LRP044a","R114_LRP044-R114_LRP044a","ROAD"
"R114","R114_LRP044a","R114_LRP044b","R114_LRP044a-R114_LRP044b","BRIDGE"
"R114","R114_LRP044b","R114_LRP045","R114_LRP044b-R114_LRP045","ROAD"
"R114","R114_LRP045","R114_LRP045a","R114_LRP045-R114_LRP045a","ROAD"
"R114","R114_LRP045a","R114_LRP045b","R114_LRP045a-R114_LRP045b","ROAD"
"R114","R114_LRP045b","R114_LRP046","R114_LRP045b-R114_LRP046","ROAD"
"R114","R114_LRP046","R114_LRP047","R114_LRP046-R114_LRP047","ROAD"
"R114","R114_LRP047","R114_LRPE","R114_LRP047-R114_LRPE","ROAD"
"R114","R114_LRPE","Z2041_LRP006b","SPUR R114_LRPE-Z2041_LRP006b","ROAD"
"R114","R114_LRP047","R114_LRPE","R114_LRP047-R114_LRPE","ROAD"
"R114","R114_LRPS","N105_LRP006","SPUR R114_LRPS-N105_LRP006","ROAD"
"R114","R114_LRPS","N105_LRP006b","SPUR R114_LRPS-N105_LRP006b","ROAD"
"R120","R120_LRPS","R120_LRPSa","R120_LRPS-R120_LRPSa","ROAD"
"R120","R120_LRPS","R120_LRPSa","R120_LRPS-R120_LRPSa","ROAD"
"R120","R120_LRPSa","R120_LRPSb","R120_LRPSa-R120_LRPSb","ROAD"
"R120","R120_LRPSb","R120_LRPSc","R120_LRPSb-R120_LRPSc","ROAD"
"R120","R120_LRPSc","R120_LRP001","R120_LRPSc-R120_LRP001","ROAD"
"R120","R120_LRP001","R120_LRP001a","R120_LRP001-R120_LRP001a","ROAD"
"R120","R120_LRP001a","R120_LRP001b","R120_LRP001a-R120_LRP001b","ROAD"
"R120","R120_LRP001b","R120_LRP002","R120_LRP001b-R120_LRP002","ROAD"
"R120","R120_LRP002","R120_LRP002a","R120_LRP002-R120_LRP002a","ROAD"
"R120","R120_LRP002a","R120_LRP002b","R120_LRP002a-R120_LRP002b","ROAD"
"R120","R120_LRP002b","R120_LRP002c","R120_LRP002b-R120_LRP002c","ROAD"
"R120","R120_LRP002c","R120_LRPE","R120_LRP002c-R120_LRPE","ROAD"
"R120","R120_LRPS","Z1216_LRP009","SPUR R120_LRPS-Z1216_LRP009","ROAD"
"R140","R140_LRPS","R140_LRPSa","R140_LRPS-R140_LRPSa","ROAD"
"R140","R140_LRPSa","R140_LRP001","R140_LRPSa-R140_LRP001","ROAD"
"R140","R140_LRP001","R140_LRP001a","R140_LRP001-R140_LRP001a","ROAD"
"R140","R140_LRP001a","R140_LRP001b","R140_LRP001a-R140_LRP001b","ROAD"
"R140","R140_LRP001b","R140_LRP002","R140_LRP001b-R140_LRP002","ROAD"
"R140","R140_LRP002","R140_LRP002a","R140_LRP002-R140_LRP002a","ROAD"
"R140","R140_LRP002a","R140_LRP002b","R140_LRP002a-R140_LRP002b","ROAD"
"R140","R140_LRP002b","R140_LRP003","R140_LRP002b-R140_LRP003","ROAD"
"R140","R140_LRP003","R140_LRP004","R140_LRP003-R140_LRP004","ROAD"
"R140","R140_LRP004","R140_LRP004a","R140_LRP004-R140_LRP004a","ROAD"
"R140","R140_LRP004a","R140_LRP005","R140_LRP004a-R140_LRP005","ROAD"
"R140","R140_LRP005","R140_LRP005a","R140_LRP005-R140_LRP005a","ROAD"
"R140","R140_LRP005a","R140_LRP006","R140_LRP005a-R140_LRP006","ROAD"
"R140","R140_LRP006","R140_LRP007","R140_LRP006-R140_LRP007","ROAD"
"R140","R140_LRP007","R140_LRP007a","R140_LRP007-R140_LRP007a","ROAD"
"R140","R140_LRP007a","R140_LRP008","R140_LRP007a-R140_LRP008","ROAD"
"R140","R140_LRP008","R140_LRP009","R140_LRP008-R140_LRP009","ROAD"
"R140","R140_LRP009","R140_LRP009a","R140_LRP009-R140_LRP009a","ROAD"
"R140","R140_LRP009a","R140_LRP009b","R140_LRP009a-R140_LRP009b","ROAD"
"R140","R140_LRP009b","R140_LRP009c","R140_LRP009b-R140_LRP009c","BRIDGE"
"R140","R140_LRP009c","R140_LRP010","R140_LRP009c-R140_LRP010","ROAD"
"R140","R140_LRP010","R140_LRP010a","R140_LRP010-R140_LRP010a","ROAD"
"R140","R140_LRP010a","R140_LRP010b","R140_LRP010a-R140_LRP010b","ROAD"
"R140","R140_LRP010b","R140_LRP011","R140_LRP010b-R140_LRP011","ROAD"
"R140","R140_LRP011","R140_LRP011a","R140_LRP011-R140_LRP011a","ROAD"
"R140","R140_LRP011a","R140_LRP012","R140_LRP011a-R140_LRP012","ROAD"
"R140","R140_LRP012","R140_LRP012a","R140_LRP012-R140_LRP012a","ROAD"
"R140","R140_LRP012a","R140_LRP012b","R140_LRP012a-R140_LRP012b","ROAD"
"R140","R140_LRP012b","R140_LRP013","R140_LRP012b-R140_LRP013","ROAD"
"R140","R140_LRP013","R140_LRP013a","R140_LRP013-R140_LRP013a","ROAD"
"R140","R140_LRP013a","R140_LRP013b","R140_LRP013a-R140_LRP013b","ROAD"
"R140","R140_LRP013b","R140_LRP014","R140_LRP013b-R140_LRP014","ROAD"
"R140","R140_LRP014","R140_LRP014a","R140_LRP014-R140_LRP014a","ROAD"
"R140","R140_LRP014a","R140_LRP014b","R140_LRP014a-R140_LRP014b","ROAD"
"R140","R140_LRP014b","R140_LRP015","R140_LRP014b-R140_LRP015","ROAD"
"R140","R140_LRP015","R140_LRP016","R140_LRP015-R140_LRP016","ROAD"
"R140","R140_LRP016","R140_LRP017","R140_LRP016-R140_LRP017","ROAD"
"R140","R140_LRP017","R140_LRP018","R140_LRP017-R140_LRP018","ROAD"
"R140","R140_LRP018","R140_LRP019","R140_LRP018-R140_LRP019","ROAD"
"R140","R140_LRP019","R140_LRP020","R140_LRP019-R140_LRP020","ROAD"
"R140","R140_LRP020","R140_LRP020a","R140_LRP020-R140_LRP020a","ROAD"
"R140","R140_LRP020a","R140_LRP021","R140_LRP020a-R140_LRP021","ROAD"
"R140","R140_LRP021","R140_LRP021a","R140_LRP021-R140_LRP021a","ROAD"
"R140","R140_LRP021a","R140_LRP022","R140_LRP021a-R140_LRP022","ROAD"
"R140","R140_LRP022","R140_LRP023","R140_LRP022-R140_LRP023","ROAD"
"R140","R140_LRP023","R140_LRP024","R140_LRP023-R140_LRP024","ROAD"
"R140","R140_LRP024","R140_LRP025","R140_LRP024-R140_LRP025","ROAD"
"R140","R140_LRP025","R140_LRP026","R140_LRP025-R140_LRP026","ROAD"
"R140","R140_LRP026","R140_LRP026a","R140_LRP026-R140_LRP026a","ROAD"
"R140","R140_LRP026a","R140_LRP026b","R140_LRP026a-R140_LRP026b","ROAD"
"R140","R140_LRP026b","R140_LRP026c","R140_LRP026b-R140_LRP026c","ROAD"
"R140","R140_LRP026c","R140_LRP026d","R140_LRP026c-R140_LRP026d","ROAD"
"R140","R140_LRP026d","R140_LRP026e","R140_LRP026d-R140_LRP026e","BRIDGE"
"R140","R140_LRP026e","R140_LRP027","R140_LRP026e-R140_LRP027","ROAD"
"R140","R140_LRP027","R140_LRP027a","R140_LRP027-R140_LRP027a","ROAD"
"R140","R140_LRP027a","R140_LRP028","R140_LRP027a-R140_LRP028","ROAD"
"R140","R140_LRP028","R140_LRP029","R140_LRP028-R140_LRP029","ROAD"
"R140","R140_LRP029","R140_LRP029a","R140_LRP029-R140_LRP029a","ROAD"
"R140","R140_LRP029a","R140_LRP029b","R140_LRP029a-R140_LRP029b","ROAD"
"R140","R140_LRP029b","R140_LRP030","R140_LRP029b-R140_LRP030","ROAD"
"R140","R140_LRP030","R140_LRP030a","R140_LRP030-R140_LRP030a","ROAD"
"R140","R140_LRP030a","R140_LRP030c","R140_LRP030a-R140_LRP030c","ROAD"
"R140","R140_LRP030c","R140_LRP030d","R140_LRP030c-R140_LRP030d","ROAD"
"R140","R140_LRP030d","R140_LRP031","R140_LRP030d-R140_LRP031","ROAD"
"R140","R140_LRP031","R140_LRP031a","R140_LRP031-R140_LRP031a","ROAD"
"R140","R140_LRP031a","R140_LRP031b","R140_LRP031a-R140_LRP031b","ROAD"
"R140","R140_LRP031b","R140_LRP032","R140_LRP031b-R140_LRP032","ROAD"
"R140","R140_LRP032","R140_LRP032a","R140_LRP032-R140_LRP032a","ROAD"
"R140","R140_LRP032a","R140_LRP032b","R140_LRP032a-R140_LRP032b","ROAD"
"R140","R140_LRP032b","R140_LRP032c","R140_LRP032b-R140_LRP032c","ROAD"
"R140","R140_LRP032c","R140_LRP033","R140_LRP032c-R140_LRP033","ROAD"
"R140","R140_LRP033","R140_LRP033a","R140_LRP033-R140_LRP033a","ROAD"
"R140","R140_LRP033a","R140_LRP034","R140_LRP033a-R140_LRP034","ROAD"
"R140","R140_LRP034","R140_LRP034a","R140_LRP034-R140_LRP034a","ROAD"
"R140","R140_LRP034a","R140_LRP035","R140_LRP034a-R140_LRP035","ROAD"
"R140","R140_LRP035","R140_LRP035a","R140_LRP035-R140_LRP035a","ROAD"
"R140","R140_LRP035a","R140_LRP035b","R140_LRP035a-R140_LRP035b","ROAD"
"R140","R140_LRP035b","R140_LRP035c","R140_LRP035b-R140_LRP035c","ROAD"
"R140","R140_LRP035c","R140_LRP036","R140_LRP035c-R140_LRP036","ROAD"
"R140","R140_LRP036","R140_LRP036a","R140_LRP036-R140_LRP036a","ROAD"
"R140","R140_LRP036a","R140_LRP036b","R140_LRP036a-R140_LRP036b","ROAD"
"R140","R140_LRP036b","R140_LRP037","R140_LRP036b-R140_LRP037","ROAD"
"R140","R140_LRP037","R140_LRP037a","R140_LRP037-R140_LRP037a","ROAD"
"R140","R140_LRP037a","R140_LRP038","R140_LRP037a-R140_LRP038","ROAD"
