road,lrp1,lrp2,name,gap,newspeed,newclass
R890,R890_LRP072b,R890_LRP073,R890_LRP072b-R890_LRP073,ROAD,45,N
R890,R890_LRP073,R890_LRP073a,R890_LRP073-R890_LRP073a,ROAD,45,N
R890,R890_LRP073a,R890_LRP074,R890_LRP073a-R890_LRP074,ROAD,45,N
R890,R890_LRP074,R890_LRP074a,R890_LRP074-R890_LRP074a,ROAD,45,N
R890,R890_LRP074a,R890_LRP074b,R890_LRP074a-R890_LRP074b,BRIDGE,45,N
R890,R890_LRP074b,R890_LRP075,R890_LRP074b-R890_LRP075,ROAD,45,N
R890,R890_LRP075,R890_LRP076,R890_LRP075-R890_LRP076,ROAD,45,N
R890,R890_LRP076,R890_LRP077,R890_LRP076-R890_LRP077,ROAD,45,N
R890,R890_LRP077,R890_LRP078,R890_LRP077-R890_LRP078,ROAD,45,N
R890,R890_LRP078,R890_LRP079,R890_LRP078-R890_LRP079,ROAD,45,N
R890,R890_LRP079,R890_LRP080,R890_LRP079-R890_LRP080,ROAD,45,N
R890,R890_LRP080,R890_LRP081,R890_LRP080-R890_LRP081,ROAD,45,N
R890,R890_LRP081,R890_LRP081a,R890_LRP081-R890_LRP081a,ROAD,45,N
R890,R890_LRP081a,R890_LRP081b,R890_LRP081a-R890_LRP081b,ROAD,45,N
R890,R890_LRP081b,R890_LRP082,R890_LRP081b-R890_LRP082,ROAD,45,N
R890,R890_LRP082,R890_LRP083,R890_LRP082-R890_LRP083,ROAD,45,N
R890,R890_LRP083,R890_LRP083a,R890_LRP083-R890_LRP083a,ROAD,45,N
R890,R890_LRP083a,R890_LRP083b,R890_LRP083a-R890_LRP083b,BRIDGE,45,N
R890,R890_LRP083b,R890_LRP084,R890_LRP083b-R890_LRP084,ROAD,45,N
R890,R890_LRP084,R890_LRP085,R890_LRP084-R890_LRP085,ROAD,45,N
R890,R890_LRP085,R890_LRP085a,R890_LRP085-R890_LRP085a,ROAD,45,N
R890,R890_LRP085a,R890_LRP086,R890_LRP085a-R890_LRP086,ROAD,45,N
R890,R890_LRP086,R890_LRP086a,R890_LRP086-R890_LRP086a,ROAD,45,N
R890,R890_LRP086a,R890_LRP086b,R890_LRP086a-R890_LRP086b,ROAD,45,N
R890,R890_LRP086b,R890_LRP087,R890_LRP086b-R890_LRP087,ROAD,45,N
R890,R890_LRP087,R890_LRP087a,R890_LRP087-R890_LRP087a,ROAD,45,N
R890,R890_LRP087a,R890_LRP088,R890_LRP087a-R890_LRP088,ROAD,45,N
R890,R890_LRP088,R890_LRP088a,R890_LRP088-R890_LRP088a,ROAD,45,N
R890,R890_LRP088a,R890_LRP089,R890_LRP088a-R890_LRP089,ROAD,45,N
R890,R890_LRP089,R890_LRP089a,R890_LRP089-R890_LRP089a,ROAD,45,N
R890,R890_LRP089a,R890_LRP090,R890_LRP089a-R890_LRP090,ROAD,45,N
R890,R890_LRP090,R890_LRP091,R890_LRP090-R890_LRP091,ROAD,45,N
R890,R890_LRP091,R890_LRP091a,R890_LRP091-R890_LRP091a,ROAD,45,N
R890,R890_LRP091a,R890_LRP091b,R890_LRP091a-R890_LRP091b,ROAD,45,N
R890,R890_LRP091b,R890_LRP092,R890_LRP091b-R890_LRP092,ROAD,45,N
R890,R890_LRP092,R890_LRP093,R890_LRP092-R890_LRP093,ROAD,45,N
R890,R890_LRP093,R890_LRP094,R890_LRP093-R890_LRP094,ROAD,45,N
R890,R890_LRP094,R890_LRP095,R890_LRP094-R890_LRP095,ROAD,45,N
R890,R890_LRP095,R890_LRP095a,R890_LRP095-R890_LRP095a,ROAD,45,N
R890,R890_LRP095a,R890_LRP095b,R890_LRP095a-R890_LRP095b,ROAD,45,N
R890,R890_LRP095b,R890_LRP095c,R890_LRP095b-R890_LRP095c,BRIDGE,45,N
R890,R890_LRP095c,R890_LRP096,R890_LRP095c-R890_LRP096,ROAD,45,N
R890,R890_LRP096,R890_LRP096a,R890_LRP096-R890_LRP096a,ROAD,45,N
R890,R890_LRP096a,R890_LRP097,R890_LRP096a-R890_LRP097,ROAD,45,N
R890,R890_LRP097,R890_LRP097a,R890_LRP097-R890_LRP097a,ROAD,45,N
R890,R890_LRP097a,R890_LRP097b,R890_LRP097a-R890_LRP097b,ROAD,45,N
R890,R890_LRP097b,R890_LRP098,R890_LRP097b-R890_LRP098,ROAD,45,N
R890,R890_LRP098,R890_LRP098a,R890_LRP098-R890_LRP098a,ROAD,45,N
R890,R890_LRP098a,R890_LRP098b,R890_LRP098a-R890_LRP098b,ROAD,45,N
R890,R890_LRP098b,R890_LRP099,R890_LRP098b-R890_LRP099,ROAD,45,N
R890,R890_LRP099,R890_LRP099a,R890_LRP099-R890_LRP099a,ROAD,45,N
R890,R890_LRP099a,R890_LRP100,R890_LRP099a-R890_LRP100,ROAD,45,N
R890,R890_LRP100,R890_LRP100a,R890_LRP100-R890_LRP100a,ROAD,45,N
R890,R890_LRP100a,R890_LRP100b,R890_LRP100a-R890_LRP100b,ROAD,45,N
R890,R890_LRP100b,R890_LRP100c,R890_LRP100b-R890_LRP100c,ROAD,45,N
R890,R890_LRP100c,R890_LRP101,R890_LRP100c-R890_LRP101,ROAD,45,N
R890,R890_LRP101,R890_LRP102,R890_LRP101-R890_LRP102,ROAD,45,N
R890,R890_LRP102,R890_LRP102a,R890_LRP102-R890_LRP102a,ROAD,45,N
R890,R890_LRP102a,R890_LRP102b,R890_LRP102a-R890_LRP102b,ROAD,45,N
R890,R890_LRP102b,R890_LRP102c,R890_LRP102b-R890_LRP102c,ROAD,45,N
R890,R890_LRP102c,R890_LRP103,R890_LRP102c-R890_LRP103,ROAD,45,N
R890,R890_LRP103,R890_LRP103a,R890_LRP103-R890_LRP103a,ROAD,45,N
R890,R890_LRP103a,R890_LRP104,R890_LRP103a-R890_LRP104,ROAD,45,N
R890,R890_LRP104,R890_LRP105,R890_LRP104-R890_LRP105,ROAD,45,N
R890,R890_LRP105,R890_LRP105a,R890_LRP105-R890_LRP105a,ROAD,45,N
R890,R890_LRP105a,R890_LRP106,R890_LRP105a-R890_LRP106,ROAD,45,N
R890,R890_LRP106,R890_LRP106a,R890_LRP106-R890_LRP106a,ROAD,45,N
R890,R890_LRP106a,R890_LRP106b,R890_LRP106a-R890_LRP106b,ROAD,45,N
R890,R890_LRP106b,R890_LRP107,R890_LRP106b-R890_LRP107,ROAD,45,N
R890,R890_LRP107,R890_LRP107a,R890_LRP107-R890_LRP107a,ROAD,45,N
R890,R890_LRP107a,R890_LRP107b,R890_LRP107a-R890_LRP107b,ROAD,45,N
R890,R890_LRP107b,R890_LRPE,R890_LRP107b-R890_LRPE,ROAD,45,N
R890,R890_LRPS,N809_LRP035,SPUR R890_LRPS-N809_LRP035,ROAD,45,N
R890,R890_LRPS,N809_LRP034c,SPUR R890_LRPS-N809_LRP034c,ROAD,45,N
R890,R890_LRP016c,Z8915_LRP005,SPUR R890_LRP016c-Z8915_LRP005,ROAD,45,N
R890,R890_LRP016c,Z8915_LRP005a,SPUR R890_LRP016c-Z8915_LRP005a,ROAD,45,N
R890,R890_LRP052b,Z8913_LRP011c,SPUR R890_LRP052b-Z8913_LRP011c,ROAD,45,N
